title,parent_celex,oj_num,doc_type,celex_num,url
Opinion of the European Economic and Social Committee on the proposal for a directive of the European Parliament and of the Council establishing the European electronic communications code (Recast) (COM(2016) 590 final - 2016/0288 (COD)),32018L1972,"C 125/56, 21.4.2017",C,52016AE5296,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.C_.2017.125.01.0056.01.ENG&toc=OJ:C:2017:125:TOC
Opinion of the European Committee of the Regions - The review of the telecom package,32018L1972,"C 207/87, 30.6.2017",C,52016AR5113,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.C_.2017.207.01.0087.01.ENG&toc=OJ:C:2017:207:TOC
"Directive 2002/19/EC of the European Parliament and of the Council of 7 March 2002 on access to, and interconnection of, electronic communications networks and associated facilities (Access Directive)",32018L1972,"OJ L 108, 24.4.2002, p. 7-20",L,32002L0019,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2002.108.01.0007.01.ENG&toc=OJ:L:2002:108:TOC
Directive 2002/20/EC of the European Parliament and of the Council of 7 March 2002 on the authorisation of electronic communications networks and services (Authorisation Directive),32018L1972,"OJ L 108, 24.4.2002, p. 21-32",L,32002L0020,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2002.108.01.0021.01.ENG&toc=OJ:L:2002:108:TOC
Directive 2002/21/EC of the European Parliament and of the Council of 7 March 2002 on a common regulatory framework for electronic communications networks and services (Framework Directive),32018L1972,"OJ L 108, 24.4.2002, p. 33-50",L,32002L0021,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2002.108.01.0033.01.ENG&toc=OJ:L:2002:108:TOC
Directive 2002/22/EC of the European Parliament and of the Council of 7 March 2002 on universal service and users' rights relating to electronic communications networks and services (Universal Service Directive),32018L1972,"OJ L 108, 24.4.2002, p. 51-77",L,32002L0022,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2002.108.01.0051.01.ENG&toc=OJ:L:2002:108:TOC
Directive 2002/58/EC of the European Parliament and of the Council of 12 July 2002 concerning the processing of personal data and the protection of privacy in the electronic communications sector (Directive on privacy and electronic communications),32018L1972,"OJ L 201, 31.7.2002, p. 37-47",L,32002L0058,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2002.201.01.0037.01.ENG&toc=OJ:L:2002:201:TOC
Regulation (EC) No 1211/2009 of the European Parliament and of the Council of 25 November 2009 establishing the Body of European Regulators for Electronic Communications (BEREC) and the Office (Text with EEA relevance),32018L1972,"OJ L 337, 18.12.2009, p. 1-10",L,32009R1211,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2009.337.01.0001.01.ENG&toc=OJ:L:2009:337:TOC
Interinstitutional Agreement of 28 November 2001 on a more structured use of the recasting technique for legal acts,32018L1972,"OJ C 77, 28.3.2002, p. 1-3",C,32002Q0328,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.C_.2002.077.01.0001.01.ENG&toc=OJ:C:2002:077:TOC
"Directive 2010/13/EU of the European Parliament and of the Council of 10 March 2010 on the coordination of certain provisions laid down by law, regulation or administrative action in Member States concerning the provision of audiovisual media services (Audiovisual Media Services Directive) (Codified version) (Text with EEA relevance)",32018L1972,"OJ L 95, 15.4.2010, p. 1-24",L,32010L0013,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2010.095.01.0001.01.ENG&toc=OJ:L:2010:095:TOC
