title,parent_celex,oj_num,doc_type,celex_num,url
Opinion No 4/2018 (pursuant to Article 325(4) TFEU) concerning the proposal for a Directive of the European Parliament and of the Council on the protection of persons reporting on breaches of Union law,32019L1937,"C 405/1, 9.11.2018",C,52018AA0004,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.C_.2018.405.01.0001.01.ENG&toc=OJ:C:2018:405:TOC
"Opinion of the European Economic and Social Committee on 'Communication from the Commission to the European Parliament, the Council and the European Economic and Social Committee Strengthening whistleblower protection at EU level' (COM(2018) 214 final) and on 'Proposal for a Directive of the European Parliament and of the Council on the protection of persons reporting on breaches of Union law' (COM(2018) 218 final)",32019L1937,"C 62/155, 15.2.2019",C,52018AE2855,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.C_.2019.062.01.0155.01.ENG&toc=OJ:C:2019:062:TOC
"Directive 2013/36/EU of the European Parliament and of the Council of 26 June 2013 on access to the activity of credit institutions and the prudential supervision of credit institutions and investment firms, amending Directive 2002/87/EC and repealing Directives 2006/48/EC and 2006/49/EC  Text with EEA relevance",32019L1937,"OJ L 176, 27.6.2013, p. 338-436",L,32013L0036,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2013.176.01.0338.01.ENG&toc=OJ:L:2013:176:TOC
Regulation (EU) No 575/2013 of the European Parliament and of the Council of 26 June 2013 on prudential requirements for credit institutions and investment firms and amending Regulation (EU) No 648/2012  Text with EEA relevance,32019L1937,"OJ L 176, 27.6.2013, p. 1-337",L,32013R0575,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2013.176.01.0001.01.ENG&toc=OJ:L:2013:176:TOC
Regulation (EU) 2019/1020 of the European Parliament and of the Council of 20 June 2019 on market surveillance and compliance of products and amending Directive 2004/42/EC and Regulations (EC) No 765/2008 and (EU) No 305/2011 (Text with EEA relevance.),32019L1937,"OJ L 169, 25.6.2019, p. 1-44",L,32019R1020,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2019.169.01.0001.01.ENG&toc=OJ:L:2019:169:TOC
Directive 2001/95/EC of the European Parliament and of the Council of 3 December 2001 on general product safety (Text with EEA relevance),32019L1937,"OJ L 11, 15.1.2002, p. 4-17",L,32001L0095,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2002.011.01.0004.01.ENG&toc=OJ:L:2002:011:TOC
"Regulation (EU) No 376/2014 of the European Parliament and of the Council of 3 April 2014 on the reporting, analysis and follow-up of occurrences in civil aviation, amending Regulation (EU) No 996/2010 of the European Parliament and of the Council and repealing Directive 2003/42/EC of the European Parliament and of the Council and Commission Regulations (EC) No 1321/2007 and (EC) No 1330/2007  Text with EEA relevance",32019L1937,"OJ L 122, 24.4.2014, p. 18-43",L,32014R0376,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2014.122.01.0018.01.ENG&toc=OJ:L:2014:122:TOC
"Directive 2013/54/EU of the European Parliament and of the Council of 20 November 2013 concerning certain flag State responsibilities for compliance with and enforcement of the Maritime Labour Convention, 2006  Text with EEA relevance",32019L1937,"OJ L 329, 10.12.2013, p. 1-4",L,32013L0054,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2013.329.01.0001.01.ENG&toc=OJ:L:2013:329:TOC
Directive 2009/16/EC of the European Parliament and of the Council of 23 April 2009 on port State control (recast) (Text with EEA relevance),32019L1937,"OJ L 131, 28.5.2009, p. 57-100",L,32009L0016,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2009.131.01.0057.01.ENG&toc=OJ:L:2009:131:TOC
Directive 2013/30/EU of the European Parliament and of the Council of 12 June 2013 on safety of offshore oil and gas operations and amending Directive 2004/35/EC  Text with EEA relevance,32019L1937,"OJ L 178, 28.6.2013, p. 66-106",L,32013L0030,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2013.178.01.0066.01.ENG&toc=OJ:L:2013:178:TOC
Regulation (EU) 2016/429 of the European Parliament and of the Council of 9 March 2016 on transmissible animal diseases and amending and repealing certain acts in the area of animal health ('Animal Health Law') (Text with EEA relevance),32019L1937,"OJ L 84, 31.3.2016, p. 1-208",L,32016R0429,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2016.084.01.0001.01.ENG&toc=OJ:L:2016:084:TOC
Council Directive 98/58/EC of 20 July 1998 concerning the protection of animals kept for farming purposes,32019L1937,"OJ L 221, 8.8.1998, p. 23-27",L,31998L0058,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.1998.221.01.0023.01.ENG&toc=OJ:L:1998:221:TOC
Directive 2010/63/EU of the European Parliament and of the Council of 22 September 2010 on the protection of animals used for scientific purposes Text with EEA relevance,32019L1937,"OJ L 276, 20.10.2010, p. 33-79",L,32010L0063,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2010.276.01.0033.01.ENG&toc=OJ:L:2010:276:TOC
Council Regulation (EC) No 1/2005 of 22 December 2004 on the protection of animals during transport and related operations and amending Directives 64/432/EEC and 93/119/EC and Regulation (EC) No 1255/97,32019L1937,"OJ L 3, 5.1.2005, p. 1-44",L,32005R0001,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2005.003.01.0001.01.ENG&toc=OJ:L:2005:003:TOC
Council Regulation (EC) No 1099/2009 of 24 September 2009 on the protection of animals at the time of killing (Text with EEA relevance),32019L1937,"OJ L 303, 18.11.2009, p. 1-30",L,32009R1099,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2009.303.01.0001.01.ENG&toc=OJ:L:2009:303:TOC
Directive (EU) 2016/1148 of the European Parliament and of the Council of 6 July 2016 concerning measures for a high common level of security of network and information systems across the Union,32019L1937,"OJ L 194, 19.7.2016, p. 1-30",L,32016L1148,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2016.194.01.0001.01.ENG&toc=OJ:L:2016:194:TOC
"Council Regulation (EC, Euratom) No 2988/95 of 18 December 1995 on the protection of the European Communities financial interests",32019L1937,"L 312/1, 23.12.1995",L,31995R2988,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.1995.312.01.0001.01.ENG&toc=OJ:L:1995:312:TOC
"Regulation (EU, Euratom) No 883/2013 of the European Parliament and of the Council of 11 September 2013 concerning investigations conducted by the European Anti-Fraud Office (OLAF) and repealing Regulation (EC) No 1073/1999 of the European Parliament and of the Council and Council Regulation (Euratom) No 1074/1999",32019L1937,"OJ L 248, 18.9.2013, p. 1-22",L,32013R0883,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2013.248.01.0001.01.ENG&toc=OJ:L:2013:248:TOC
Directive (EU) 2017/1371 of the European Parliament and of the Council of 5 July 2017 on the fight against fraud to the Union's financial interests by means of criminal law,32019L1937,"OJ L 198, 28.7.2017, p. 29-41",L,32017L1371,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2017.198.01.0029.01.ENG&toc=OJ:L:2017:198:TOC
"Convention drawn up on the basis of Article K.3 of the Treaty on European Union, on the protection of the European Communities' financial interests",32019L1937,"C 316/49, 27.11.1995",C,41995A1127(03),https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.C_.1995.316.01.0049.01.ENG&toc=OJ:C:1995:316:TOC
Protocol drawn up on the basis of Article K.3 of the Treaty on European Union to the Convention on the protection of the European Communities' financial interests - Statements made by Member States on the adoption of the Act drawing up the Protocol,32019L1937,"OJ C 313, 23.10.1996, p. 2-10",C,41996A1023(01),https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.C_.1996.313.01.0002.01.ENG&toc=OJ:C:1996:313:TOC
"Protocol drawn up on the basis of Article K.3 of the Treaty on European Union, on the interpretation, by way of preliminary rulings, by the Court of Justice of the European Communities of the Convention on the protection of the European Communities' financial interests - Declaration concerning the simultaneous adoption of the Convention on the protection of the European Communities' financial interests and the Protocol on the interpretation by way of preliminary rulings, by the Court of Justice of the European Communities, of that Convention - Declaration made pursuant to Article 2",32019L1937,"OJ C 151, 20.5.1997, p. 2-14",C,41997A0520(01),https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.C_.1997.151.01.0002.01.ENG&toc=OJ:C:1997:151:TOC
"Protocol drawn up, on the basis of Article K.3 of the Treaty on European Union and Article 41 (3) of the Europol Convention, on the privileges and immunities of Europol, the members of its organs, the deputy directors and employees of Europol",32019L1937,"OJ C 221, 19.7.1997, p. 2-10",C,41997A0719(01),https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.C_.1997.221.01.0002.01.ENG&toc=OJ:C:1997:221:TOC
Commission Regulation (EC) No 773/2004 of 7 April 2004 relating to the conduct of proceedings by the Commission pursuant to Articles 81 and 82 of the EC Treaty (Text with EEA relevance),32019L1937,"OJ L 123, 27.4.2004, p. 18-24",L,32004R0773,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2004.123.01.0018.01.ENG&toc=OJ:L:2004:123:TOC
