title,parent_celex,oj_num,doc_type,celex_num,url
Opinion of the European Economic and Social Committee on 'Proposal for a Regulation of the European Parliament and of the Council on contestable and fair markets in the digital sector (Digital Markets Act)',32022R1925,"OJ C 286, 16.7.2021, p. 64-69",C,52021AE0127,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.C_.2021.286.01.0064.01.ENG&toc=OJ:C:2021:286:TOC
Opinion of the European Committee of the Regions on the Digital Services Act and the Digital Markets Act,32022R1925,"OJ C 440, 29.10.2021, p. 67-98",C,52020AR5356,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.C_.2021.440.01.0067.01.ENG&toc=OJ:C:2021:440:TOC
REGULATION (EU) 2016/679 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL,32022R1925,"OJ L 119, 4.5.2016, p. 1-88",L,32016R0679,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2016.119.01.0001.01.ENG&toc=OJ:L:2016:119:TOC
REGULATION (EU) 2019/1150 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL,32022R1925,"OJ L 186, 11.7.2019, p. 57-79",L,32019R1150,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2019.186.01.0057.01.ENG&toc=OJ:L:2019:186:TOC
Directive 2002/58/EC of the European Parliament and of the Council of 12 July 2002 concerning the processing of personal data and the protection of privacy in the electronic communications sector (Directive on privacy and electronic communications),32022R1925,"OJ L 201, 31.7.2002, p. 37-47",L,32002L0058,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2002.201.01.0037.01.ENG&toc=OJ:L:2002:201:TOC
DIRECTIVE 2005/29/EC OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL,32022R1925,"OJ L 149, 11.6.2005, p. 22-39",L,32005L0029,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2005.149.01.0022.01.ENG&toc=OJ:L:2005:149:TOC
DIRECTIVE 2010/13/EU OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL,32022R1925,"OJ L 95, 15.4.2010, p. 1-24",L,32010L0013,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2010.095.01.0001.01.ENG&toc=OJ:L:2010:095:TOC
DIRECTIVE (EU) 2015/2366 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL,32022R1925,"OJ L 337, 23.12.2015, p. 35-127",L,32015L2366,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2015.337.01.0035.01.ENG&toc=OJ:L:2015:337:TOC
DIRECTIVE (EU) 2019/790 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL,32022R1925,"OJ L 130, 17.5.2019, p. 92-125",L,32019L0790,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2019.130.01.0092.01.ENG&toc=OJ:L:2019:130:TOC
DIRECTIVE (EU) 2019/882 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL,32022R1925,"OJ L 151, 7.6.2019, p. 70-115",L,32019L0882,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2019.151.01.0070.01.ENG&toc=OJ:L:2019:151:TOC
Council Directive 93/13/EEC of 5 April 1993 on unfair terms in consumer contracts,32022R1925,"L 95/29, 21.4.1993",L,31993L0013,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.1993.095.01.0029.01.ENG&toc=OJ:L:1993:095:TOC
DIRECTIVE (EU) 2015/1535 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL,32022R1925,"OJ L 241, 17.9.2015, p. 1-15",L,32015L1535,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2015.241.01.0001.01.ENG&toc=OJ:L:2015:241:TOC
DIRECTIVE (EU) 2018/1972 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL,32022R1925,"OJ L 321, 17.12.2018, p. 36-214",L,32018L1972,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2018.321.01.0036.01.ENG&toc=OJ:L:2018:321:TOC
DIRECTIVE (EU) 2016/2102 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL,32022R1925,"OJ L 327, 2.12.2016, p. 1-15",L,32016L2102,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2016.327.01.0001.01.ENG&toc=OJ:L:2016:327:TOC
REGULATION (EU) No 182/2011 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL,32022R1925,"OJ L 55, 28.2.2011, p. 13-18",L,32011R0182,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2011.055.01.0013.01.ENG&toc=OJ:L:2011:055:TOC
REGULATION (EU) 2018/1725 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL,32022R1925,"OJ L 295, 21.11.2018, p. 39-98",L,32018R1725,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2018.295.01.0039.01.ENG&toc=OJ:L:2018:295:TOC
Council Regulation (EC) No 1/2003 of 16 December 2002 on the implementation of the rules on competition laid down in Articles 81 and 82 of the Treaty (Text with EEA relevance),32022R1925,"OJ L 1, 4.1.2003, p. 1-25",L,32003R0001,https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2003.001.01.0001.01.ENG&toc=OJ:L:2003:001:TOC
"INTERINSTITUTIONAL AGREEMENT BETWEEN THE EUROPEAN PARLIAMENT, THE COUNCIL OF THE EUROPEAN UNION AND THE EUROPEAN COMMISSION ON BETTER LAW-MAKING",32022R1925,"OJ L 123, 12.5.2016, p. 1-14",L,32016Q0512(01),https://eur-lex.europa.eu/legal-content/EN/AUTO/?uri=uriserv:OJ.L_.2016.123.01.0001.01.ENG&toc=OJ:L:2016:123:TOC
